age,room_service,food_court,shopping_mall,spa,vr_deck,name,earth,europa,mars,unknown,cryo_sleep_false,cryo_sleep_true,cryo_sleep_unknown,num,deck_a,deck_b,deck_c,deck_d,deck_e,deck_f,deck_g,deck_t,deck_unknown,side_p,side_s,side_unknown,destination_55_cancri_e,destination_pso_j318_5_22,destination_trappist_1_e,destination_unknown,vip_false,vip_true,transported_false,transported_true
42.0,2.0,3024.0,0.0,89.0,10.0,Acceleb Unrent,0,1,0,0,1,0,0,179,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Miloss Lepie,0,0,1,0,0,1,0,527,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
32.0,598.0,0.0,138.0,0.0,624.0,Koops Lepie,0,0,1,0,1,0,0,155,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
28.0,145.0,8.0,557.0,0.0,74.0,Janee Lamberguson,1,0,0,0,1,0,0,414,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
21.0,0.0,0.0,0.0,0.0,0.0,Sheratz Suptibler,0,1,0,0,0,1,0,93,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
56.0,0.0,0.0,0.0,0.0,0.0,Spuri Suptibler,0,1,0,0,0,1,0,93,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,1
28.0,0.0,0.0,0.0,0.0,0.0,Luxinon Supriouse,0,1,0,0,0,1,0,90,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
42.0,10.0,303.0,12.0,0.0,478.0,Berta Sweeton,1,0,0,0,1,0,0,496,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
18.0,1153.0,0.0,0.0,1409.0,195.0,Made Nasquez,1,0,0,0,1,0,0,498,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
24.0,19.0,676.0,0.0,26.0,0.0,Gretty Pentss,1,0,0,0,1,0,0,412,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
20.0,496.0,20.0,16.0,0.0,254.0,Eulah Conney,1,0,0,0,1,0,0,156,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
22.0,26.0,0.0,0.0,0.0,733.0,Ianya Conney,1,0,0,0,1,0,0,531,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
22.0,98.0,0.0,46.0,641.0,0.0,Kayd Chardsons,1,0,0,0,1,0,0,415,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
21.0,0.0,0.0,,0.0,0.0,Lilace Woodwardy,1,0,0,0,0,0,1,417,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
28.0,4.0,166.0,743.0,0.0,0.0,Lardy Cardner,1,0,0,0,1,0,0,419,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,Alasmon Meteet,0,1,0,0,0,1,0,91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
50.0,0.0,0.0,0.0,0.0,0.0,Alphact Meteet,0,1,0,0,0,1,0,91,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
26.0,0.0,8150.0,0.0,3508.0,99.0,,0,1,0,0,1,0,0,91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
30.0,0.0,632.0,0.0,673.0,2272.0,Weias Meteet,0,1,0,0,1,0,0,91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
29.0,0.0,0.0,0.0,0.0,0.0,Duhra Meteet,0,1,0,0,0,1,0,91,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
8.0,0.0,0.0,0.0,0.0,0.0,Jeane River,1,0,0,0,1,0,0,420,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
45.0,406.0,148.0,285.0,0.0,0.0,Benew River,1,0,0,0,1,0,0,420,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
35.0,0.0,0.0,0.0,0.0,0.0,Judya River,1,0,0,0,0,1,0,420,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1
18.0,9.0,419.0,0.0,201.0,7.0,Adammy Coolerson,1,0,0,0,1,0,0,499,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
23.0,0.0,121.0,0.0,568.0,128.0,Breney Coolerson,1,0,0,0,1,0,0,413,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
29.0,803.0,0.0,0.0,58.0,0.0,Conk Flé,0,0,1,0,1,0,0,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0
18.0,1102.0,9.0,2628.0,0.0,0.0,Cindee Flé,0,0,1,0,1,0,0,75,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
28.0,804.0,2.0,13.0,0.0,62.0,Terta Villenson,1,0,0,0,1,0,0,421,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
34.0,0.0,0.0,0.0,0.0,0.0,Neutrix Cisorter,0,1,0,0,0,1,0,98,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,Lies Cakie,0,0,1,0,1,0,0,533,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
4.0,0.0,0.0,0.0,0.0,0.0,Ban Cakie,0,0,1,0,0,0,1,533,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
28.0,938.0,61.0,0.0,53.0,4.0,Res Fle,0,0,1,0,1,0,0,76,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
8.0,0.0,0.0,0.0,0.0,0.0,Treynx Fle,0,0,1,0,1,0,0,533,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
20.0,59.0,0.0,1646.0,1657.0,0.0,Pon Stpie,0,0,1,0,1,0,0,77,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
20.0,0.0,0.0,0.0,0.0,0.0,Carde Kniva,0,0,1,0,0,1,0,534,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,Want Jamai,0,0,1,0,0,1,0,500,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
31.0,995.0,7.0,1213.0,0.0,687.0,Pikes Jamai,0,0,0,1,1,0,0,500,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
37.0,27.0,0.0,1131.0,0.0,1318.0,Babix Scake,0,0,1,0,1,0,0,535,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Hery Bardinard,1,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
24.0,0.0,0.0,0.0,0.0,0.0,Ries Jamai,0,0,1,0,0,1,0,536,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
34.0,0.0,0.0,0.0,0.0,0.0,Oakes Seche,0,0,1,0,0,1,0,158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
0.0,0.0,0.0,0.0,0.0,0.0,Aptal Chnik,0,0,1,0,1,0,0,158,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
25.0,0.0,0.0,0.0,0.0,0.0,Unch Seche,0,0,1,0,0,1,0,158,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
43.0,0.0,0.0,0.0,0.0,0.0,Vere Cone,0,0,1,0,0,1,0,88,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
,900.0,0.0,0.0,0.0,1.0,Garion Dawsoncis,1,0,0,0,1,0,0,537,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
45.0,10.0,16.0,801.0,73.0,,Claura Dawsoncis,1,0,0,0,1,0,0,537,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
63.0,0.0,0.0,0.0,0.0,0.0,Homamin Brakepined,0,1,0,0,0,1,0,99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Zedark Brakepined,0,1,0,0,0,1,0,99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
35.0,0.0,1471.0,2.0,445.0,533.0,Hekaron Brakepined,0,1,0,0,1,0,0,99,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
12.0,0.0,0.0,0.0,0.0,0.0,Ainoxa Plattering,0,1,0,0,1,0,0,99,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
,0.0,0.0,0.0,0.0,0.0,Vana Hopez,1,0,0,0,0,1,0,416,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
17.0,0.0,604.0,0.0,0.0,218.0,Gracia Gallard,1,0,0,0,0,0,1,541,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
32.0,59.0,0.0,469.0,0.0,0.0,Yolas Peckerson,1,0,0,0,1,0,0,424,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
23.0,0.0,0.0,0.0,0.0,0.0,Rassias Freednal,0,0,0,1,0,1,0,159,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
17.0,2000.0,0.0,0.0,0.0,0.0,Elaney Chanan,1,0,0,0,1,0,0,504,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
34.0,492.0,0.0,13.0,55.0,0.0,Tera Coley,1,0,0,0,1,0,0,505,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
15.0,0.0,0.0,875.0,3.0,,Annard Armstromez,1,0,0,0,1,0,0,542,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,Paulie Stanleyd,1,0,0,0,0,1,0,426,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
22.0,0.0,1.0,271.0,0.0,1348.0,Karlie Stanleyd,1,0,0,0,1,0,0,160,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19.0,232.0,0.0,479.0,0.0,5.0,Tarah Barks,1,0,0,0,1,0,0,543,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
40.0,0.0,228.0,5.0,454.0,1.0,Idave Kerristicey,1,0,0,0,1,0,0,544,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,Graviph Amoutake,0,1,0,0,0,1,0,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
51.0,0.0,6.0,0.0,2085.0,67.0,Sadlam Amoutake,0,1,0,0,1,0,0,21,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
22.0,91.0,6.0,0.0,17.0,693.0,Sethew Lardsonald,1,0,0,0,1,0,0,427,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
50.0,0.0,0.0,0.0,0.0,0.0,Sealfs Queke,0,0,1,0,0,1,0,545,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
26.0,0.0,0.0,0.0,0.0,,Herina Popez,1,0,0,0,1,0,0,428,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0
39.0,0.0,0.0,0.0,0.0,,Apies Pine,0,0,1,0,0,1,0,508,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
18.0,1867.0,0.0,29.0,72.0,,Oafron Babre,0,0,1,0,1,0,0,78,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,1
22.0,,0.0,137.0,671.0,,Idave Owerson,1,0,0,0,1,0,0,419,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
26.0,0.0,29.0,0.0,759.0,0.0,Gerry Mondsey,1,0,0,0,1,0,0,181,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
19.0,0.0,0.0,0.0,0.0,1051.0,Helean Wagnerray,1,0,0,0,1,0,0,510,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
16.0,0.0,0.0,0.0,0.0,0.0,Kendre Merkins,1,0,0,0,0,1,0,420,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0
24.0,0.0,0.0,17.0,0.0,793.0,Violan Popez,0,0,0,1,1,0,0,430,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
34.0,122.0,0.0,6.0,739.0,0.0,Terta Chasey,1,0,0,0,1,0,0,511,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0
55.0,0.0,815.0,1558.0,3.0,1334.0,Alrais Fordulgaug,0,1,0,0,1,0,0,95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
42.0,3.0,2174.0,0.0,10860.0,2564.0,Tach Improus,0,1,0,0,1,0,0,95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
14.0,0.0,0.0,0.0,0.0,0.0,Mariton Improus,0,1,0,0,0,1,0,95,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
28.0,0.0,3053.0,0.0,839.0,2153.0,Meratz Improus,0,1,0,0,1,0,0,95,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
26.0,0.0,0.0,0.0,0.0,0.0,Mesonon Improus,0,1,0,0,0,1,0,95,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
33.0,0.0,286.0,1795.0,712.0,7041.0,Hallah Roureed,0,1,0,0,1,0,0,80,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
24.0,0.0,0.0,0.0,636.0,68.0,Janney Johnsby,1,0,0,0,1,0,0,547,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
23.0,490.0,313.0,0.0,6.0,0.0,Allena Sullones,1,0,0,0,1,0,0,421,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
16.0,46.0,0.0,1994.0,0.0,677.0,Swoass Giba,0,0,1,0,1,0,0,79,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
36.0,0.0,0.0,0.0,0.0,0.0,Artis Casonston,1,0,0,0,0,1,0,431,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
44.0,0.0,0.0,0.0,0.0,0.0,Sarid Geakerat,0,1,0,0,0,1,0,100,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
22.0,0.0,0.0,670.0,0.0,32.0,Wally Davispinoz,1,0,0,0,1,0,0,513,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
30.0,0.0,0.0,0.0,0.0,0.0,Benny Ballocks,1,0,0,0,0,1,0,422,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
20.0,0.0,27.0,1.0,686.0,1.0,Ricard Gainney,1,0,0,0,1,0,0,514,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
21.0,366.0,1136.0,795.0,132.0,0.0,Craine Gentledges,1,0,0,0,1,0,0,549,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,1,0
14.0,,0.0,0.0,0.0,0.0,Luse Gelie,0,0,1,0,1,0,0,182,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
27.0,0.0,0.0,,2.0,1215.0,Chael Avidson,1,0,0,0,1,0,0,550,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
19.0,1.0,4.0,0.0,750.0,3.0,Leene Vandan,1,0,0,0,1,0,0,515,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
21.0,0.0,0.0,0.0,0.0,0.0,Bara Vandan,1,0,0,0,0,1,0,423,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
,1722.0,4.0,937.0,0.0,0.0,Gies Ban,0,0,1,0,1,0,0,551,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
13.0,0.0,0.0,0.0,4.0,811.0,Penne Douglasen,1,0,0,0,1,0,0,552,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
71.0,0.0,0.0,0.0,0.0,0.0,Kris Swin,0,0,1,0,0,1,0,183,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
28.0,0.0,0.0,0.0,0.0,0.0,Rank Curle,0,0,1,0,0,1,0,184,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
18.0,1874.0,0.0,260.0,0.0,0.0,All Curle,0,0,1,0,1,0,0,184,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0
23.0,29.0,34.0,1.0,2838.0,0.0,Jacki Ingston,1,0,0,0,1,0,0,516,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,1,0
34.0,0.0,382.0,0.0,87.0,236.0,Adamie Ingston,1,0,0,0,1,0,0,424,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,1,0
20.0,4.0,790.0,0.0,15.0,0.0,Glenna Leodger,1,0,0,0,1,0,0,432,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
17.0,0.0,33.0,0.0,56.0,708.0,Anae Oconley,1,0,0,0,1,0,0,554,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0
21.0,970.0,0.0,213.0,8.0,86.0,Lillia Waltonson,1,0,0,0,1,0,0,555,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
33.0,0.0,1554.0,3813.0,0.0,1435.0,Rassias Iniouser,0,1,0,0,1,0,0,97,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
34.0,3551.0,1284.0,1865.0,90.0,0.0,Halsham Noxiong,0,1,0,0,1,0,0,81,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1
51.0,0.0,302.0,0.0,1367.0,669.0,Eleon Scerodbox,0,1,0,0,1,0,0,90,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
21.0,0.0,680.0,0.0,10.0,0.0,Gera Sosanturney,1,0,0,0,1,0,0,517,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
,0.0,0.0,0.0,0.0,0.0,Paulas Boltond,1,0,0,0,0,1,0,426,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
31.0,880.0,0.0,0.0,8.0,0.0,Berty Whiters,1,0,0,0,1,0,0,434,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
36.0,2.0,1297.0,0.0,4.0,0.0,Zaninon Parbage,0,1,0,0,1,0,0,32,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
39.0,0.0,7116.0,0.0,13208.0,1515.0,Navior Ranaly,0,1,0,0,1,0,0,83,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
26.0,886.0,0.0,0.0,0.0,21.0,Lilly Webstephrey,1,0,0,0,1,0,0,435,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
51.0,0.0,1347.0,0.0,43.0,0.0,Carry Kimons,1,0,0,0,1,0,0,556,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,0,1
24.0,13.0,193.0,0.0,0.0,591.0,Eriky Willy,0,0,0,1,1,0,0,557,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
27.0,339.0,104.0,116.0,160.0,0.0,Eduana Stannondez,1,0,0,0,1,0,0,185,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
31.0,0.0,243.0,1.0,559.0,0.0,Gracey Coxterez,1,0,0,0,1,0,0,558,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
24.0,0.0,0.0,21.0,0.0,695.0,Samie Weberts,1,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,1,0
57.0,0.0,1514.0,0.0,72.0,1393.0,Krab Pentical,0,1,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
36.0,11.0,79.0,0.0,210.0,1895.0,Jabbab Geousty,0,1,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0
55.0,0.0,846.0,0.0,263.0,2024.0,Castram Geousty,0,1,0,0,1,0,0,22,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
,0.0,0.0,0.0,0.0,0.0,Mirfark Geousty,0,1,0,0,0,1,0,22,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0
18.0,947.0,0.0,4.0,4.0,0.0,Honey Stike,0,0,1,0,1,0,0,186,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0
27.0,1893.0,487.0,4.0,0.0,0.0,Pank Pimne,0,0,1,0,1,0,0,91,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0
50.0,0.0,2684.0,0.0,153.0,1751.0,Shelik Sofraten,0,1,0,0,1,0,0,94,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0
24.0,45.0,138.0,1.0,0.0,530.0,Daven Perkings,1,0,0,0,1,0,0,520,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
20.0,0.0,0.0,0.0,0.0,0.0,Cliney Thorney,1,0,0,0,0,1,0,428,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,Mollen Garnettiz,1,0,0,0,0,1,0,437,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
18.0,0.0,617.0,0.0,0.0,10.0,Rena Ashipeck,1,0,0,0,1,0,0,429,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
44.0,1178.0,1.0,348.0,0.0,0.0,Alfrey Shieldson,1,0,0,0,1,0,0,521,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
27.0,0.0,0.0,0.0,0.0,0.0,Alchium Ressighty,0,1,0,0,0,1,0,102,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
58.0,1113.0,1650.0,0.0,194.0,510.0,Ziba Belstrut,0,1,0,0,1,0,0,103,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
29.0,0.0,0.0,0.0,0.0,0.0,Misa Belstrut,0,1,0,0,0,1,0,103,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,1
23.0,3.0,548.0,37.0,0.0,12.0,Pattin Cardner,1,0,0,0,1,0,0,522,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,1,0,0,1
3.0,0.0,0.0,0.0,0.0,0.0,Pies Welto,0,0,1,0,0,1,0,523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
0.0,0.0,0.0,0.0,0.0,0.0,Relix Welto,0,0,1,0,1,0,0,523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1
33.0,361.0,0.0,381.0,1622.0,0.0,Rana Welto,0,0,1,0,1,0,0,523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,1,0,1,0
12.0,0.0,0.0,0.0,0.0,0.0,Worms Ble,0,0,1,0,1,0,0,523,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1
44.0,0.0,0.0,0.0,0.0,0.0,Mothab Doorge,0,1,0,0,0,1,0,105,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
20.0,0.0,0.0,0.0,0.0,0.0,Tarah Cleachrand,1,0,0,0,0,1,0,438,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
59.0,269.0,1776.0,0.0,0.0,12.0,Maryn Mcintons,1,0,0,0,1,0,0,561,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0
18.0,130.0,0.0,13.0,191.0,554.0,Francy Mayder,1,0,0,0,1,0,0,431,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,1,0
72.0,0.0,0.0,0.0,0.0,0.0,Quarkab Supred,0,1,0,0,0,1,0,106,0,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
23.0,171.0,2373.0,1.0,30.0,985.0,Felice Beckeey,1,0,0,0,1,0,0,439,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0
11.0,0.0,0.0,0.0,0.0,0.0,Rancy Beckeey,1,0,0,0,1,0,0,439,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
1.0,0.0,0.0,0.0,0.0,0.0,Noria Beckeey,1,0,0,0,0,1,0,439,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0,1
25.0,21.0,746.0,55.0,0.0,4.0,Jodia Rigginson,1,0,0,0,1,0,0,563,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,1,0
25.0,0.0,0.0,0.0,0.0,0.0,Frunch Sutte,0,0,1,0,0,1,0,93,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,1
24.0,0.0,0.0,0.0,0.0,0.0,Bosonan Boderbint,0,1,0,0,0,1,0,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
54.0,0.0,5876.0,0.0,0.0,914.0,Dabiton Boderbint,0,1,0,0,1,0,0,99,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1
17.0,0.0,0.0,0.0,0.0,0.0,Swack Merte,0,0,1,0,0,1,0,564,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,1
48.0,1200.0,0.0,38.0,48.0,0.0,Manth Merte,0,0,1,0,1,0,0,564,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
40.0,0.0,0.0,362.0,272.0,0.0,Helle Bucknersony,1,0,0,0,1,0,0,565,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,1,0,1,0
2.0,0.0,0.0,0.0,0.0,0.0,Kimmie Leson,1,0,0,0,0,1,0,440,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0
32.0,0.0,9.0,11.0,784.0,63.0,Stany Hoopez,1,0,0,0,1,0,0,525,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0
15.0,0.0,0.0,0.0,0.0,0.0,Jodip Burchrison,1,0,0,0,0,1,0,432,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,1,0,0,1
